date,region,product,unit_price,units_sold,revenue
2024-07-03,South,Product B,16.06,16,256.92
2023-05-27,West,Product A,29.88,43,1284.95
2024-04-26,West,Product A,29.39,32,940.62
2024-07-29,North,Product B,17.83,33,588.25
2023-01-28,North,Product A,18.22,15,273.24
2024-12-03,West,Product A,24.21,44,1065.14
2024-11-08,North,Product E,51.58,16,825.35
2023-11-22,East,Product C,52.15,34,1773.11
2023-02-07,South,Product E,39.53,42,1660.36
2024-10-08,North,Product B,16.6,15,249.0
2024-06-27,West,Product A,23.55,5,117.77
2023-04-11,South,Product D,19.95,39,778.22
2024-09-23,West,Product B,16.86,41,691.32
2023-01-14,South,Product D,14.32,40,572.87
2023-04-07,North,Product B,17.47,41,716.26
2023-07-07,South,Product A,28.36,42,1191.05
2023-11-19,West,Product E,53.63,35,1876.91
2023-04-28,South,Product D,22.14,44,974.13
2024-03-14,West,Product A,23.71,31,735.13
2023-09-07,North,Product A,23.48,40,939.24
2024-02-16,North,Product D,21.27,26,553.05
2024-12-21,North,Product C,45.03,15,675.45
2023-04-17,North,Product D,22.95,11,252.48
2023-02-15,East,Product B,11.98,44,526.94
2024-04-05,West,Product E,52.39,11,576.33
2023-11-21,South,Product E,49.06,17,834.01
2023-12-10,North,Product C,43.92,42,1844.56
2024-04-29,East,Product A,67.19,14,940.64
2024-07-26,South,Product C,39.84,39,1553.63
2024-01-27,East,Product A,21.82,26,567.42
2024-03-31,West,Product C,38.72,37,1432.51
2023-08-28,South,Product D,16.07,50,803.65
2023-11-29,West,Product B,17.2,25,430.12
2023-04-29,South,Product E,37.77,3,113.32
2023-04-29,West,Product E,38.48,49,1885.41
2023-07-09,West,Product B,6.52,16,104.32
2023-11-17,West,Product A,31.18,13,405.28
2024-06-01,North,Product E,47.56,25,1188.91
2024-12-30,East,Product C,11.71,32,374.6
2024-12-18,West,Product C,34.82,14,487.46
2024-02-01,East,Product B,13.18,45,592.91
2023-09-06,North,Product B,13.85,49,678.49
2024-05-17,East,Product B,18.67,13,242.69
2023-01-24,East,Product B,13.67,20,273.33
2023-06-29,North,Product E,39.3,19,746.69
2023-10-25,East,Product E,46.14,26,1199.57
2024-12-26,West,Product B,16.68,1,16.68
2023-04-29,West,Product D,20.6,10,205.98
2023-06-07,West,Product C,34.6,7,242.19
2023-01-02,West,Product B,15.29,4,61.18
2023-03-03,West,Product C,33.81,44,1487.61
2024-03-16,East,Product D,18.19,35,636.71
2024-08-11,West,Product B,13.91,25,347.63
2023-11-26,North,Product C,47.22,20,944.47
2024-03-20,North,Product D,23.41,11,257.52
2024-05-14,East,Product A,23.03,39,898.14
2023-04-02,South,Product B,6.99,46,321.42
2024-08-07,North,Product A,20.54,12,246.5
2024-07-02,East,Product A,31.91,43,1372.03
2023-07-23,North,Product A,24.88,2,49.75
2023-03-20,East,Product C,32.77,33,1081.55
2023-01-26,South,Product D,14.57,15,218.6
2023-05-05,North,Product B,14.04,15,210.64
2024-11-12,East,Product A,79.94,45,3597.24
2024-01-17,South,Product C,28.81,5,144.04
2023-06-01,North,Product A,22.31,9,200.79
2023-08-03,South,Product D,20.02,36,720.67
2023-04-17,East,Product A,31.44,19,597.36
2024-12-24,East,Product D,25.77,3,77.3
2024-04-07,East,Product D,23.19,39,904.38
2024-12-20,East,Product E,65.77,35,2302.03
2023-05-04,East,Product D,25.59,8,204.71
2024-12-19,East,Product E,67.62,11,743.78
2023-11-20,North,Product D,18.73,7,131.09
2024-11-06,South,Product B,15.71,36,565.43
2024-04-23,East,Product B,14.41,9,129.66
2024-07-12,North,Product E,39.44,18,709.87
2023-09-02,North,Product C,35.89,6,215.33
2023-03-20,South,Product B,16.24,23,373.57
2023-05-07,North,Product C,32.26,22,709.81
2024-08-06,West,Product D,22.04,19,418.76
2023-08-19,East,Product E,42.35,43,1821.25
2023-02-01,West,Product A,18.96,24,455.1
2024-07-17,North,Product C,37.3,6,223.79
2023-03-14,West,Product A,20.73,6,124.37
2024-07-08,North,Product A,21.8,50,1089.96
2023-11-03,North,Product E,61.36,5,306.8
2023-04-29,West,Product B,13.8,1,13.8
2023-06-27,East,Product B,17.94,35,627.88
2023-10-26,East,Product A,25.66,15,384.87
2023-08-09,North,Product B,16.53,37,611.73
2024-12-05,West,Product C,47.57,43,2045.7
2024-12-27,North,Product E,52.5,47,2467.31
2024-08-28,South,Product D,18.51,14,259.19
2024-01-13,North,Product A,26.92,19,511.41
2023-10-02,South,Product A,20.3,12,243.55
2024-06-15,West,Product E,49.03,10,490.31
2023-02-27,East,Product B,11.95,31,370.51
2023-06-13,West,Product D,20.28,40,811.32
2023-08-16,South,Product E,50.6,9,455.44
2023-11-04,East,Product D,27.33,23,628.56
2023-04-23,East,Product D,23.16,43,996.0
2024-05-29,South,Product B,12.67,19,240.82
2023-09-02,North,Product B,13.99,14,195.91
2023-01-23,North,Product A,20.95,4,83.8
2023-04-08,East,Product E,55.08,23,1266.94
2024-10-16,North,Product A,25.31,43,1088.15
2024-03-04,East,Product C,92.98,4,371.91
2024-05-15,South,Product C,32.8,6,196.8
2023-04-29,North,Product E,42.42,15,636.32
2024-11-07,South,Product C,32.68,30,980.52
2023-06-02,North,Product E,51.64,7,361.47
2023-01-09,South,Product D,16.01,6,96.06
2024-11-24,North,Product E,43.14,32,1380.4
2023-09-12,West,Product A,27.2,29,788.71
2023-12-13,East,Product E,48.34,15,725.05
2024-05-09,North,Product C,30.12,13,391.51
2023-10-08,East,Product D,20.78,50,1038.91
2023-01-08,West,Product A,19.56,30,586.67
2023-08-27,North,Product B,15.57,44,685.25
2023-08-24,North,Product B,12.75,15,191.23
2023-06-03,North,Product E,45.41,46,2088.78
2023-07-23,West,Product C,34.98,32,1119.29
2023-10-14,East,Product C,32.36,47,1520.7
2023-01-30,South,Product E,45.04,22,990.91
2024-02-29,East,Product C,36.49,45,1641.85
2023-03-10,East,Product E,51.52,31,1596.97
2024-04-07,South,Product E,40.83,4,163.32
2023-02-07,West,Product D,18.52,39,722.14
2024-01-29,South,Product B,12.21,17,207.51
2024-05-16,North,Product C,28.13,32,900.13
2024-06-15,North,Product C,34.57,27,933.5
2024-02-11,South,Product C,34.04,49,1668.05
2023-11-16,North,Product C,47.34,23,1088.85
2024-09-14,North,Product C,34.67,44,1525.44
2024-10-17,South,Product E,51.14,1,51.14
2024-11-04,South,Product D,20.19,23,464.34
2023-03-05,East,Product A,31.68,3,95.05
2024-10-13,East,Product B,13.9,34,472.76
2023-03-05,North,Product D,19.19,22,422.08
2023-02-18,West,Product C,34.76,36,1251.28
2023-07-29,East,Product E,45.03,36,1620.96
2024-03-30,West,Product C,39.86,16,637.69
2023-01-13,East,Product A,24.25,27,654.81
2024-08-09,East,Product A,98.84,15,1482.64
2023-01-01,West,Product B,12.89,41,528.68
2023-07-27,North,Product E,43.34,32,1386.8
2024-05-19,South,Product E,45.8,35,1602.87
2024-01-02,South,Product A,25.65,30,769.45
2024-01-28,West,Product E,45.21,29,1311.05
2024-02-07,East,Product C,29.28,39,1141.78
2023-01-08,North,Product A,26.33,11,289.62
2024-06-05,West,Product A,27.8,37,1028.6
2023-02-07,South,Product D,16.42,9,147.78
2023-02-02,East,Product C,31.6,26,821.67
2023-09-09,West,Product D,19.09,47,897.42
2024-10-30,South,Product A,26.13,26,679.33
2023-03-20,East,Product C,45.91,4,183.63
2024-03-10,East,Product C,38.27,26,995.15
2024-07-17,West,Product D,18.79,2,37.57
2023-06-02,North,Product A,28.11,50,1405.44
2024-03-19,South,Product B,15.61,39,608.94
2024-10-29,South,Product B,15.78,41,646.95
2023-08-01,East,Product A,23.8,47,1118.6
2024-03-08,South,Product B,12.46,45,560.64
2023-12-09,South,Product A,22.87,21,480.21
2023-03-28,South,Product A,26.62,3,79.85
2023-02-21,West,Product A,10.56,13,137.23
2024-08-08,North,Product A,24.94,18,448.98
2024-04-21,North,Product D,16.21,39,632.1
2024-06-05,South,Product B,13.78,8,110.24
2024-10-19,West,Product C,36.57,35,1279.92
2024-01-10,East,Product C,38.97,9,350.74
2023-10-06,East,Product B,18.28,28,511.92
2023-12-15,South,Product A,27.98,40,1119.18
2023-05-12,West,Product C,29.89,35,1046.26
2024-09-30,East,Product C,44.03,16,704.44
2024-06-23,East,Product D,25.09,25,627.32
2024-03-07,West,Product C,38.7,30,1161.05
2024-07-10,South,Product D,17.96,4,71.84
2024-02-21,North,Product C,31.34,23,720.86
2023-11-14,West,Product B,20.15,43,866.45
2024-04-15,North,Product E,51.77,31,1604.92
2023-08-01,North,Product A,20.04,45,901.75
2024-05-06,North,Product B,14.61,36,525.88
2023-03-11,North,Product C,33.0,46,1517.92
2024-01-25,North,Product C,32.43,15,486.38
2024-01-19,South,Product E,45.93,21,964.61
2024-01-22,East,Product A,26.9,2,53.8
2023-12-27,West,Product E,119.91,6,719.48
2024-11-26,South,Product B,18.04,15,270.59
2024-02-13,West,Product C,30.21,47,1419.66
2024-02-29,North,Product E,38.35,46,1764.01
2023-03-10,South,Product D,15.35,25,383.86
2023-10-13,North,Product D,44.02,14,616.31
2024-09-21,East,Product E,55.76,26,1449.74
2024-12-06,North,Product B,17.79,43,765.11
2023-03-20,North,Product A,20.28,50,1013.92
2023-09-03,South,Product E,50.35,3,151.04
2023-10-28,South,Product A,21.11,6,126.66
2023-07-20,East,Product A,22.59,32,723.03
2023-08-05,East,Product E,48.06,49,2354.95
2023-01-22,North,Product E,47.49,10,474.9
2023-07-24,South,Product E,40.21,23,924.75
2024-06-10,West,Product B,12.6,45,566.93
2024-10-07,North,Product B,14.32,15,214.75
2024-06-26,West,Product B,12.88,27,347.85
2023-02-23,North,Product A,23.23,26,603.93
2023-09-11,West,Product D,20.69,5,103.43
2023-06-27,North,Product E,47.65,49,2335.07
2023-05-26,West,Product C,30.68,11,337.47
2024-12-06,South,Product C,33.46,31,1037.34
2023-08-10,North,Product D,17.15,46,788.79
2024-09-11,West,Product B,13.05,32,417.68
2023-07-09,South,Product D,19.42,1,19.42
2024-01-30,East,Product B,12.6,29,365.3
2024-06-03,South,Product E,42.22,38,1604.51
2023-03-26,West,Product B,37.41,10,374.1
2023-03-03,South,Product A,26.85,25,671.32
2023-12-26,North,Product B,20.16,49,988.05
2023-01-08,South,Product B,15.33,20,306.58
2024-06-29,South,Product A,22.34,25,558.46
2024-01-10,North,Product C,32.1,18,577.81
2024-06-18,East,Product E,136.93,43,5888.2
2023-05-06,South,Product B,14.71,32,470.86
2024-02-18,West,Product A,24.79,14,347.02
2024-08-25,South,Product E,34.97,27,944.3
2024-01-17,East,Product D,16.42,37,607.57
2024-12-23,East,Product E,68.22,26,1773.74
2024-09-19,East,Product A,25.48,39,993.79
2023-04-19,North,Product C,33.38,34,1135.02
2023-02-26,North,Product A,19.08,24,457.97
2024-11-09,East,Product A,26.81,1,26.81
2023-06-13,North,Product B,12.94,27,349.49
2023-11-04,South,Product C,37.21,28,1041.95
2024-07-30,West,Product C,40.39,1,40.39
2023-03-08,West,Product A,28.91,20,578.28
2023-10-16,North,Product A,25.41,34,863.85
2023-04-09,West,Product A,25.62,14,358.72
2023-04-21,South,Product D,22.65,15,339.79
2024-03-01,South,Product C,37.17,25,929.26
2023-05-21,South,Product A,27.98,7,195.88
2024-09-22,South,Product C,38.54,27,1040.49
2024-01-14,East,Product B,16.93,31,524.82
2024-05-20,South,Product B,12.63,27,341.08
2023-12-15,North,Product E,46.77,9,420.95
2024-01-24,East,Product A,20.28,5,101.39
2023-01-26,East,Product D,16.22,43,697.56
2023-05-23,East,Product D,72.66,39,2833.79
2023-10-30,East,Product A,24.07,43,1034.84
2024-01-03,North,Product E,48.19,14,674.71
2024-06-15,East,Product A,24.13,30,724.01
2023-02-20,North,Product B,11.46,15,171.84
2024-09-18,East,Product E,41.75,45,1878.76
2023-12-13,East,Product A,34.42,34,1170.38
2023-04-06,East,Product E,55.65,44,2448.69
2024-08-01,East,Product B,18.03,36,648.92
2024-03-10,North,Product D,23.82,6,142.93
2023-05-22,North,Product B,14.45,35,505.71
2023-11-06,West,Product B,14.41,13,187.27
2024-06-30,North,Product E,50.13,6,300.79
2024-04-10,North,Product C,34.44,11,378.81
2023-03-23,North,Product D,22.27,4,89.09
2024-03-22,South,Product E,45.82,28,1282.84
2024-01-15,North,Product C,36.8,36,1324.89
2023-05-10,North,Product D,23.2,23,533.52
2024-12-14,South,Product E,123.07,24,2953.69
2024-08-03,East,Product C,45.13,45,2030.84
2024-09-14,East,Product D,23.7,20,474.09
2024-10-17,North,Product D,17.69,23,406.77
2023-10-14,West,Product E,46.1,36,1659.62
2024-06-07,East,Product C,43.33,36,1559.72
2023-09-15,North,Product A,29.9,39,1166.23
2023-09-12,East,Product B,14.21,43,610.89
2023-08-15,North,Product A,24.63,10,246.33
2024-06-02,East,Product B,17.9,22,393.76
2024-11-09,West,Product C,48.21,37,1783.79
2023-11-23,North,Product A,31.1,49,1523.96
2024-02-20,North,Product C,28.67,13,372.76
2023-05-30,East,Product B,16.84,22,370.45
2024-03-01,East,Product C,31.1,28,870.82
2023-09-15,North,Product D,21.12,17,358.99
2024-01-25,East,Product B,14.61,15,219.2
2024-10-05,East,Product D,26.2,39,1021.76
2024-07-29,South,Product C,33.4,23,768.14
2023-06-10,North,Product D,17.02,50,850.8
2023-01-04,East,Product D,19.36,12,232.26
2024-07-10,East,Product D,24.42,22,537.19
2024-01-04,West,Product B,12.67,45,570.31
2023-04-06,South,Product C,80.66,8,645.29
2023-06-16,West,Product D,18.33,26,476.48
2023-10-17,North,Product C,37.88,38,1439.44
2024-05-19,North,Product B,12.89,23,296.45
2023-12-31,South,Product D,24.64,49,1207.37
2023-10-10,South,Product C,33.36,2,66.73
2024-01-29,East,Product E,37.01,24,888.2
2023-06-08,East,Product C,31.56,18,568.05
2023-07-28,South,Product D,16.56,36,596.2
2023-09-22,North,Product B,17.16,47,806.38
2023-09-01,North,Product D,23.79,3,71.36
2023-06-07,North,Product D,21.77,41,892.37
2023-11-11,East,Product C,51.84,10,518.4
2023-05-28,East,Product C,30.87,23,709.91
2024-01-28,South,Product B,10.92,21,229.3
2024-05-28,East,Product C,31.12,34,1058.23
2023-02-04,South,Product E,31.1,32,995.1
2023-08-11,South,Product A,20.52,32,656.78
2023-05-16,South,Product E,40.57,31,1257.61
2024-12-20,East,Product C,48.49,50,2424.41
2023-05-15,South,Product C,31.28,37,1157.2
2024-10-17,West,Product E,46.07,6,276.42
2023-05-17,South,Product A,22.36,36,804.93
2024-11-25,South,Product C,36.67,20,733.31
2024-03-22,East,Product A,26.24,43,1128.23
2024-09-05,West,Product B,15.91,17,270.55
2024-09-11,West,Product D,16.58,49,812.58
2024-03-04,South,Product A,19.4,18,349.22
2024-11-26,West,Product D,23.78,30,713.54
2024-02-05,North,Product C,25.92,30,777.59
2023-04-22,West,Product E,48.99,7,342.91
2023-08-06,West,Product B,14.67,35,513.28
2023-11-25,East,Product B,18.45,42,774.75
2023-03-15,West,Product A,23.93,1,23.93
2023-11-21,West,Product B,17.39,36,626.08
2024-09-22,North,Product B,12.52,27,337.91
2023-06-23,South,Product D,19.61,15,294.1
2024-03-29,West,Product A,24.32,8,194.52
2024-07-04,North,Product A,24.12,10,241.19
2023-07-10,South,Product E,20.45,18,368.16
2024-03-16,South,Product A,19.25,33,635.12
2024-07-11,North,Product B,14.34,33,473.2
2024-12-07,North,Product C,48.17,40,1926.69
2024-12-08,South,Product C,44.63,20,892.67
2024-07-25,North,Product D,20.88,15,313.14
2023-03-10,East,Product A,26.63,23,612.4
2023-08-11,West,Product E,53.97,11,593.71
2023-01-26,North,Product C,80.6,14,1128.39
2023-05-03,North,Product B,12.04,1,12.04
2024-02-07,East,Product A,29.18,35,1021.34
2024-05-02,South,Product B,16.73,30,501.92
2024-02-22,East,Product C,31.34,16,501.47
2023-10-30,East,Product D,24.57,27,663.37
2023-07-21,North,Product A,21.86,17,371.61
2024-10-03,South,Product C,36.21,47,1702.1
2023-07-13,West,Product A,28.91,20,578.3
2024-01-03,West,Product B,37.64,32,1204.42
2023-05-03,East,Product D,24.97,9,224.76
2023-08-16,South,Product A,24.99,19,474.85
2024-07-04,East,Product D,21.01,2,42.03
2024-09-29,South,Product B,5.69,35,199.02
2024-09-04,South,Product C,32.13,12,385.58
2023-09-29,South,Product C,29.85,29,865.68
2023-11-08,North,Product D,24.05,28,673.38
2024-10-14,East,Product E,56.7,3,170.09
2023-09-12,South,Product B,15.77,27,425.71
2023-04-04,West,Product C,30.79,24,738.86
2024-02-15,South,Product A,18.52,17,314.88
2024-08-03,South,Product A,21.56,21,452.67
2023-02-27,West,Product D,20.16,25,504.03
2023-12-16,West,Product A,29.72,27,802.35
2023-10-05,South,Product E,41.29,47,1940.43
2023-03-29,South,Product E,40.39,21,848.28
2024-08-27,West,Product C,32.4,48,1555.4
2023-05-23,South,Product D,20.39,49,998.98
2023-02-19,East,Product A,21.95,8,175.63
2024-03-08,East,Product C,19.46,6,116.76
2023-05-23,South,Product C,29.75,5,148.73
2023-10-07,South,Product C,35.88,11,394.64
2024-05-13,South,Product A,25.52,38,969.8
2023-06-11,South,Product D,21.04,34,715.27
2024-03-20,North,Product D,18.34,27,495.13
2023-04-18,East,Product D,20.1,3,60.31
2024-01-19,North,Product D,15.84,5,79.18
2023-01-01,South,Product E,33.78,1,33.78
2023-10-12,North,Product A,21.9,44,963.52
2024-04-26,West,Product A,29.73,23,683.78
2023-08-09,West,Product C,38.91,5,194.54
2024-08-23,West,Product B,12.18,4,48.73
2024-09-29,South,Product B,12.64,28,353.94
2023-08-04,West,Product C,29.97,33,988.96
2023-04-22,East,Product A,23.8,15,356.95
2024-01-25,East,Product B,13.37,48,641.77
2024-08-08,West,Product A,24.62,5,123.08
2024-06-30,South,Product B,14.24,49,697.82
2024-07-28,East,Product C,35.17,32,1125.38
2023-11-11,North,Product B,17.5,36,629.95
2024-07-19,South,Product B,14.72,32,470.94
2024-05-25,East,Product D,22.56,42,947.33
2023-04-02,West,Product C,41.39,40,1655.41
2023-01-16,South,Product E,37.67,16,602.66
2023-03-17,North,Product B,14.31,50,715.61
2024-05-29,South,Product A,21.63,41,886.67
2023-02-01,West,Product E,32.94,24,790.58
2023-06-15,North,Product C,32.56,28,911.73
2024-04-24,South,Product C,35.81,44,1575.8
2023-10-28,East,Product B,16.05,43,690.34
2023-10-19,North,Product E,47.91,29,1389.49
2023-02-05,West,Product A,18.01,29,522.21
2023-01-29,North,Product A,19.37,45,871.51
2024-02-05,East,Product D,16.24,3,48.72
2023-04-21,North,Product A,26.39,8,211.12
2023-01-25,North,Product D,18.49,23,425.18
2024-02-07,East,Product E,51.77,11,569.47
2023-02-10,East,Product B,12.58,31,390.08
2024-11-16,East,Product E,48.17,24,1156.0
2024-04-23,South,Product D,17.36,47,815.99
2023-04-09,North,Product E,42.53,12,510.33
2023-09-18,South,Product D,20.57,27,555.29
2023-04-09,East,Product E,41.28,48,1981.39
2023-10-24,South,Product C,70.12,30,2103.62
2023-10-12,East,Product E,51.18,27,1381.84
2024-02-09,South,Product B,14.56,15,218.45
2024-02-14,North,Product A,24.38,47,1145.71
2023-05-22,East,Product E,53.57,17,910.62
2024-08-02,West,Product D,23.29,36,838.35
2023-09-26,South,Product A,21.34,12,256.14
2023-12-11,West,Product A,29.83,48,1431.73
2023-06-22,North,Product D,18.93,29,548.99
2023-07-09,West,Product E,52.88,34,1798.0
2024-06-02,South,Product B,11.4,1,11.4
2023-04-01,North,Product E,48.36,45,2176.02
2023-09-11,South,Product E,35.77,47,1681.32
2023-01-27,South,Product D,19.03,23,437.8
2024-10-16,West,Product B,12.89,37,476.75
2024-02-29,East,Product E,52.89,38,2009.84
2023-02-13,West,Product C,31.66,38,1203.19
2023-11-02,South,Product C,41.53,2,83.06
2023-01-13,South,Product B,10.47,34,356.03
2024-04-15,South,Product A,20.14,34,684.83
2023-08-20,West,Product D,60.18,35,2106.26
2024-01-08,South,Product B,10.45,13,135.88
2023-11-12,East,Product C,49.12,8,392.93
2023-10-28,South,Product E,35.89,49,1758.49
2024-05-05,South,Product D,15.26,4,61.04
2024-10-11,West,Product E,46.91,34,1595.05
2024-12-08,East,Product C,39.51,26,1027.26
2024-05-29,South,Product D,16.66,38,632.95
2023-01-22,North,Product A,21.25,19,403.84
2024-06-13,South,Product D,20.03,28,560.87
2024-12-16,North,Product B,16.69,30,500.57
2024-09-19,East,Product A,22.11,8,176.86
2024-07-06,North,Product A,27.38,14,383.28
2023-02-06,West,Product E,34.49,3,103.46
2023-02-13,West,Product E,42.87,25,1071.76
2023-11-03,East,Product B,16.87,23,387.99
2024-11-08,North,Product A,27.42,45,1233.8
2023-10-27,North,Product A,27.96,12,335.54
2024-08-20,East,Product A,26.15,13,339.97
2024-09-28,South,Product A,21.79,45,980.68
2024-01-13,East,Product B,12.72,7,89.03
2024-01-17,West,Product C,27.79,50,1389.72
2024-01-16,North,Product E,43.49,49,2131.11
2024-08-20,East,Product C,36.35,14,508.85
2023-08-06,West,Product A,13.52,21,284.0
2024-09-09,South,Product B,15.21,9,136.92
2024-08-30,South,Product C,28.28,8,226.27
2023-08-31,East,Product D,18.88,33,622.96
2023-03-02,North,Product B,14.72,48,706.61
2023-03-10,West,Product A,20.94,26,544.43
2024-11-28,East,Product B,15.59,15,233.85
2024-10-04,North,Product C,41.25,13,536.25
2024-06-19,North,Product E,42.38,6,254.3
2024-03-09,West,Product D,23.88,19,453.67
2024-04-01,North,Product D,22.12,22,486.62
2024-04-17,South,Product C,38.38,25,959.46
2023-08-11,South,Product C,39.78,39,1551.35
2024-04-28,East,Product E,58.34,6,350.03
2023-03-31,North,Product E,37.84,48,1816.23
2023-02-11,North,Product C,36.63,32,1172.04
2023-09-18,West,Product D,22.01,12,264.07
2023-03-21,North,Product A,23.43,46,1077.88
2023-07-22,South,Product B,14.66,26,381.24
2023-10-23,West,Product D,19.86,39,774.66
2023-08-15,South,Product E,44.48,36,1601.29
2023-08-15,East,Product E,57.58,11,633.38
2024-09-05,East,Product D,20.96,6,125.75
2024-01-23,East,Product B,17.8,29,516.2
2023-05-02,West,Product C,36.59,30,1097.83
2024-05-15,East,Product C,42.02,45,1891.04
2024-06-02,East,Product E,41.51,34,1411.35
2023-07-28,South,Product B,12.82,34,435.94
2023-09-12,East,Product E,55.72,45,2507.23
2023-06-13,North,Product B,17.69,43,760.58
2024-08-15,North,Product E,51.18,39,1995.99
2024-09-22,East,Product E,57.15,40,2286.0
2024-05-18,East,Product D,26.39,41,1082.02
2023-05-23,West,Product E,39.22,17,666.82
2024-10-23,North,Product A,27.44,38,1042.7
2023-07-01,East,Product E,43.22,11,475.38
2024-08-06,East,Product D,21.74,44,956.61
2024-10-12,North,Product B,14.59,22,320.98
2023-06-20,North,Product E,46.91,49,2298.61
2024-01-12,North,Product B,14.27,7,99.91
2023-08-01,West,Product B,30.58,18,550.49
2024-05-09,South,Product B,14.07,43,605.0
2023-03-21,North,Product A,20.26,1,20.26
2023-12-15,North,Product E,43.39,21,911.2
2023-06-06,South,Product D,15.87,14,222.25
2024-12-10,South,Product B,19.36,13,251.69
2024-09-20,East,Product D,23.7,35,829.53
2023-06-03,East,Product D,19.52,1,19.52
2023-01-10,West,Product B,13.11,14,183.54
2024-01-19,East,Product A,27.41,29,794.89
2023-09-27,West,Product B,16.94,49,829.87
2023-04-12,West,Product B,17.82,16,285.15
2024-05-16,West,Product C,39.87,31,1235.98
2023-09-12,East,Product D,25.12,28,703.29
2024-05-17,West,Product A,29.07,26,755.87
2024-05-26,North,Product B,14.59,47,685.8
2024-11-17,West,Product D,26.12,50,1305.89
2023-06-18,South,Product B,15.91,44,700.06
2023-11-05,East,Product B,15.62,7,109.33
2023-07-23,East,Product D,25.56,6,153.34
2023-09-18,West,Product B,47.68,49,2336.17
2024-03-23,North,Product C,36.12,45,1625.3
2024-10-27,East,Product C,37.31,14,522.3
2024-12-28,West,Product A,33.22,3,99.65
2023-10-26,East,Product A,29.72,1,29.72
2024-05-21,East,Product B,15.11,9,135.95
2024-08-19,North,Product B,12.35,12,148.22
2024-04-11,South,Product B,13.52,23,310.93
2023-02-25,East,Product A,28.12,5,140.61
2024-04-12,East,Product E,54.89,35,1921.08
2023-08-10,South,Product E,38.82,49,1902.14
2023-10-26,East,Product D,26.33,27,710.89
2024-04-08,West,Product B,14.19,8,113.51
2023-05-11,West,Product C,28.18,20,563.69
2024-12-31,North,Product E,54.69,4,218.76
2023-10-07,East,Product B,14.17,5,70.85
2023-12-26,South,Product C,44.93,38,1707.5
2024-10-27,East,Product D,24.48,38,930.15
2024-05-17,North,Product E,39.82,12,477.84
2023-11-28,North,Product E,179.72,37,6649.79
2023-11-30,South,Product E,58.73,50,2936.54
2024-01-28,East,Product A,23.69,9,213.19
2023-03-11,North,Product E,39.57,2,79.14
2023-01-07,East,Product B,15.01,10,150.14
2024-05-13,North,Product D,20.19,14,282.69
2023-07-14,North,Product A,21.56,3,64.67
2024-07-23,West,Product B,14.87,20,297.33
2024-03-31,West,Product C,40.45,20,809.06
2024-02-15,West,Product D,20.84,26,541.92
2023-01-26,West,Product D,21.52,6,129.1
2023-11-17,West,Product C,46.33,7,324.32
2023-01-12,North,Product A,25.64,39,999.82
2023-07-08,North,Product B,13.82,5,69.1
2024-05-11,West,Product E,45.64,20,912.9
2023-02-01,North,Product B,15.54,38,590.5
2023-06-26,East,Product C,39.17,40,1566.91
2024-04-07,West,Product E,53.79,49,2635.71
2023-01-25,East,Product B,17.3,15,259.5
2023-03-18,South,Product A,49.58,39,1933.49
2024-11-11,West,Product A,26.0,46,1196.06
2023-03-17,North,Product C,37.77,22,831.05
2023-11-20,West,Product C,35.1,42,1474.0
2023-07-10,West,Product C,30.72,50,1535.92
2023-07-27,North,Product A,27.0,49,1322.99
2023-05-06,East,Product B,14.38,30,431.51
2024-02-14,South,Product D,18.94,38,719.54
2024-12-17,East,Product C,40.29,35,1410.18
2024-09-24,South,Product D,16.54,43,711.27
2024-10-13,East,Product B,16.29,6,97.73
2023-02-21,East,Product A,29.11,21,611.32
2023-06-01,West,Product A,25.27,8,202.14
2023-04-09,West,Product C,35.12,44,1545.17
2023-09-29,West,Product B,6.52,7,45.62
2023-04-18,North,Product D,18.41,49,902.06
2024-01-26,East,Product D,16.86,3,50.58
2023-03-14,West,Product E,51.33,33,1693.83
2023-12-12,East,Product E,51.77,27,1397.88
2023-10-01,East,Product A,32.72,2,65.43
2023-12-24,West,Product E,43.82,44,1927.93
2023-12-29,South,Product B,15.14,23,348.2
2023-09-25,East,Product D,23.45,9,211.07
2024-03-17,South,Product C,27.78,13,361.18
2024-05-12,North,Product B,13.66,36,491.77
2023-08-15,North,Product D,22.51,12,270.06
2023-06-25,North,Product B,12.29,23,282.64
2024-01-10,West,Product B,15.76,37,583.27
2024-06-26,North,Product C,40.56,35,1419.73
2023-10-11,North,Product B,16.61,21,348.76
2024-02-04,East,Product C,30.38,42,1275.79
2024-12-14,West,Product B,19.85,39,774.09
2024-11-23,East,Product E,62.62,39,2442.27
2023-11-19,North,Product D,19.57,50,978.65
2024-06-07,West,Product C,30.6,41,1254.7
2023-10-04,West,Product A,22.16,37,820.09
2023-05-12,West,Product D,22.33,3,66.99
2023-12-05,West,Product C,39.48,23,907.94
2023-04-28,North,Product C,40.33,29,1169.51
2023-10-12,South,Product D,18.65,3,55.94
2023-12-27,South,Product E,51.35,28,1437.91
2024-11-29,West,Product C,45.69,17,776.71
2024-11-02,West,Product D,22.96,50,1147.85
2023-04-09,West,Product A,70.46,18,1268.27
2023-07-08,South,Product A,23.87,38,907.19
2024-11-25,East,Product E,53.5,28,1498.05
2024-02-17,North,Product E,46.59,45,2096.33
2023-05-13,South,Product B,14.07,4,56.3
2023-07-30,East,Product D,25.92,24,622.19
